abstract_num,title,cluster_label,mentions,mention_count
46,CLIP-Powered Domain Generalization and Domain Adaptation: A Comprehensive Survey,[singleton] researchers and practitioners,researchers and practitioners,1
46,CLIP-Powered Domain Generalization and Domain Adaptation: A Comprehensive Survey,[singleton] resilient machine learning models,resilient machine learning models,1
46,CLIP-Powered Domain Generalization and Domain Adaptation: A Comprehensive Survey,[self-reference],we; we,2
47,Few-Shot Domain Adaptation for Low Light RAW Image Enhancement,existing CNN based methods,existing Convolutional Neural Network based methods; their performance; such methods,3
47,Few-Shot Domain Adaptation for Low Light RAW Image Enhancement,target camera domain,the target camera; the target domain; the target camera domain,3
47,Few-Shot Domain Adaptation for Low Light RAW Image Enhancement,[singleton] severe noise and color distortions,severe noise and color distortions,1
47,Few-Shot Domain Adaptation for Low Light RAW Image Enhancement,[singleton] short exposure time,short exposure time,1
47,Few-Shot Domain Adaptation for Low Light RAW Image Enhancement,[singleton] limited illumination,limited illumination,1
47,Few-Shot Domain Adaptation for Low Light RAW Image Enhancement,[singleton] large datasets with short-exposure and corresponding long-exposure ground truth raw images,large datasets with short-exposure and corresponding long-exposure ground truth raw images,1
47,Few-Shot Domain Adaptation for Low Light RAW Image Enhancement,[singleton] a novel few-shot domain adaptation method,a novel few-shot domain adaptation method,1
47,Few-Shot Domain Adaptation for Low Light RAW Image Enhancement,[singleton] the existing source camera labeled data,the existing source camera labeled data,1
47,Few-Shot Domain Adaptation for Low Light RAW Image Enhancement,[singleton] a large labeled target camera dataset,a large labeled target camera dataset,1
47,Few-Shot Domain Adaptation for Low Light RAW Image Enhancement,[singleton] a new low-light raw image dataset captured with a Nikon camera,a new low-light raw image dataset captured with a Nikon camera,1
47,Few-Shot Domain Adaptation for Low Light RAW Image Enhancement,[self-reference],we; Our; we,3
48,When Test-Time Adaptation Meets Self-Supervised Models,online adaptation from source to target domains,Online adaptation from source to target domains; it,2
48,When Test-Time Adaptation Meets Self-Supervised Models,the proposed collaborative learning framework,a collaborative learning framework that integrates SSL and TTA models; our method; our approach; it,4
48,When Test-Time Adaptation Meets Self-Supervised Models,[singleton] deep learning models,deep learning models,1
48,When Test-Time Adaptation Meets Self-Supervised Models,[singleton] the performance of source pretrained model,the performance of source pretrained model,1
48,When Test-Time Adaptation Meets Self-Supervised Models,[singleton] test-time adaptation methods,test-time adaptation methods,1
48,When Test-Time Adaptation Meets Self-Supervised Models,[singleton] models trained via self-supervised learning,models trained via self-supervised learning,1
48,When Test-Time Adaptation Meets Self-Supervised Models,[singleton] a self-supervised TTA protocol,a self-supervised TTA protocol,1
48,When Test-Time Adaptation Meets Self-Supervised Models,[singleton] existing TTA approaches,existing TTA approaches,1
48,When Test-Time Adaptation Meets Self-Supervised Models,[singleton] self-supervised models with low accuracy on the source domain,self-supervised models with low accuracy on the source domain,1
48,When Test-Time Adaptation Meets Self-Supervised Models,[singleton] contrastive learning,contrastive learning,1
48,When Test-Time Adaptation Meets Self-Supervised Models,[singleton] knowledge distillation,knowledge distillation,1
48,When Test-Time Adaptation Meets Self-Supervised Models,[singleton] stepwise representation refinement,stepwise representation refinement,1
48,When Test-Time Adaptation Meets Self-Supervised Models,[singleton] diverse self-supervised models,diverse self-supervised models,1
48,When Test-Time Adaptation Meets Self-Supervised Models,[singleton] DINO,DINO,1
48,When Test-Time Adaptation Meets Self-Supervised Models,[singleton] MoCo,MoCo,1
48,When Test-Time Adaptation Meets Self-Supervised Models,[singleton] iBOT,iBOT,1
48,When Test-Time Adaptation Meets Self-Supervised Models,[singleton] TTA benchmarks,TTA benchmarks,1
48,When Test-Time Adaptation Meets Self-Supervised Models,[self-reference],we; We; we; our; We; our; our,7
49,Pose-aware Adversarial Domain Adaptation for Personalized Facial Expression Recognition,the proposed unsupervised adversarial domain adaptation method,a novel unsupervised adversarial domain adaptation method; which; our method; the proposed method,4
49,Pose-aware Adversarial Domain Adaptation for Personalized Facial Expression Recognition,pose and subject variations,pose and subject variations; both variations,2
49,Pose-aware Adversarial Domain Adaptation for Personalized Facial Expression Recognition,adversarial domain adaptation learning,adversarial domain adaptation learning; The first; this learning strategy,3
49,Pose-aware Adversarial Domain Adaptation for Personalized Facial Expression Recognition,cross adversarial feature learning,cross adversarial feature learning; The second,2
49,Pose-aware Adversarial Domain Adaptation for Personalized Facial Expression Recognition,reconstruction learning,reconstruction learning; The last,2
49,Pose-aware Adversarial Domain Adaptation for Personalized Facial Expression Recognition,the source domain,the source domain; the source domain,2
49,Pose-aware Adversarial Domain Adaptation for Personalized Facial Expression Recognition,the target domain,the target domain; the target domain,2
49,Pose-aware Adversarial Domain Adaptation for Personalized Facial Expression Recognition,expression-related feature representations,the expression-related feature representations; the learned expression-related feature representations,2
49,Pose-aware Adversarial Domain Adaptation for Personalized Facial Expression Recognition,[singleton] Current facial expression recognition methods,Current facial expression recognition methods,1
49,Pose-aware Adversarial Domain Adaptation for Personalized Facial Expression Recognition,[singleton] three learning strategies,three learning strategies,1
49,Pose-aware Adversarial Domain Adaptation for Personalized Facial Expression Recognition,[singleton] adversarial learning,adversarial learning,1
49,Pose-aware Adversarial Domain Adaptation for Personalized Facial Expression Recognition,[singleton] personalized adversarial domain adaptation,personalized adversarial domain adaptation,1
49,Pose-aware Adversarial Domain Adaptation for Personalized Facial Expression Recognition,[singleton] feature disentanglement,feature disentanglement,1
49,Pose-aware Adversarial Domain Adaptation for Personalized Facial Expression Recognition,[singleton] pose-related feature representations,pose-related feature representations,1
49,Pose-aware Adversarial Domain Adaptation for Personalized Facial Expression Recognition,[singleton] face image reconstructions,face image reconstructions,1
49,Pose-aware Adversarial Domain Adaptation for Personalized Facial Expression Recognition,[singleton] four benchmark datasets,four benchmark datasets,1
49,Pose-aware Adversarial Domain Adaptation for Personalized Facial Expression Recognition,[self-reference],we; our,2
50,Recent Advances in Medical Imaging Segmentation: A Survey,Medical imaging,Medical imaging; its; medical imaging,3
50,Recent Advances in Medical Imaging Segmentation: A Survey,"methodologies such as Generative AI, Few-Shot Learning, Foundation Models, and Universal Models","methodologies such as Generative AI, Few-Shot Learning, Foundation Models, and Universal Models; These approaches; these methods",3
50,Recent Advances in Medical Imaging Segmentation: A Survey,[singleton] segmentation,segmentation,1
50,Recent Advances in Medical Imaging Segmentation: A Survey,[singleton] data accessibility,data accessibility,1
50,Recent Advances in Medical Imaging Segmentation: A Survey,[singleton] annotation complexity,annotation complexity,1
50,Recent Advances in Medical Imaging Segmentation: A Survey,[singleton] structural variability,structural variability,1
50,Recent Advances in Medical Imaging Segmentation: A Survey,[singleton] variation in medical imaging modalities,variation in medical imaging modalities,1
50,Recent Advances in Medical Imaging Segmentation: A Survey,[singleton] privacy constraints,privacy constraints,1
50,Recent Advances in Medical Imaging Segmentation: A Survey,[singleton] robust generalization,robust generalization,1
50,Recent Advances in Medical Imaging Segmentation: A Survey,[singleton] domain adaptation,domain adaptation,1
50,Recent Advances in Medical Imaging Segmentation: A Survey,[singleton] domain expertise,domain expertise,1
50,Recent Advances in Medical Imaging Segmentation: A Survey,[singleton] This survey,This survey,1
50,Recent Advances in Medical Imaging Segmentation: A Survey,[singleton] medical image segmentation,medical image segmentation,1
50,Recent Advances in Medical Imaging Segmentation: A Survey,[singleton] the theoretical foundations,the theoretical foundations,1
50,Recent Advances in Medical Imaging Segmentation: A Survey,[singleton] state-of-the-art techniques,state-of-the-art techniques,1
50,Recent Advances in Medical Imaging Segmentation: A Survey,[singleton] segmentation models,segmentation models,1
50,Recent Advances in Medical Imaging Segmentation: A Survey,[self-reference],We; we,2
51,Labeling Where Adapting Fails: Cross-Domain Semantic Segmentation with Point Supervision via Active Selection,pixel-wise annotations,pixel-wise annotated data; these annotations,2
51,Labeling Where Adapting Fails: Cross-Domain Semantic Segmentation with Point Supervision via Active Selection,unsupervised domain adaptation approaches,unsupervised domain adaptation approaches; these strategies; existing unsupervised domain adaptation approaches,3
51,Labeling Where Adapting Fails: Cross-Domain Semantic Segmentation with Point Supervision via Active Selection,proposed domain adaptation framework with active point selection,a new domain adaptation framework for semantic segmentation with annotated points via active selection; our methods; The propose pipeline,3
